risk_id,kredit_id,risk_skoru,risk_kateqoriyasi,ayliq_gelir_melumati,ish_tecrubesi_il,teminat_varmi,kredit_teminat_deyeri
520,520,723,Aşağı,2251.16,20,Bəli,45705.58
521,521,331,Yüksək,596.67,2,Xeyr,
522,522,602,Orta,2410.26,15,Bəli,69301.78
523,523,588,Orta,1634.05,14,Xeyr,
524,524,593,Orta,3984.2,4,Xeyr,
525,525,614,Orta,2013.03,10,Xeyr,
526,526,404,Yüksək,2395.9,20,Xeyr,
527,527,364,Yüksək,4539.12,13,Xeyr,
528,528,367,Yüksək,639.24,22,Xeyr,
529,529,457,Yüksək,1057.55,14,Bəli,20128.3
530,530,628,Orta,3708.63,8,Xeyr,
531,531,554,Orta,4704.81,29,Xeyr,
532,532,631,Orta,3015.69,27,Bəli,42954.61
533,533,604,Orta,3280.36,21,Bəli,31602.72
534,534,677,Orta,2429.84,25,Bəli,24774.01
535,535,462,Yüksək,4826.78,22,Xeyr,
536,536,384,Yüksək,1272.06,28,Bəli,13826.65
537,537,731,Aşağı,4082.02,25,Xeyr,
538,538,730,Aşağı,821.4,21,Xeyr,
539,539,751,Aşağı,2999.68,0,Xeyr,
540,540,841,Aşağı,4974.38,26,Bəli,213626.23
541,541,305,Yüksək,4536.83,1,Bəli,382413.78
542,542,571,Orta,3015.49,2,Bəli,42398.13
543,543,451,Yüksək,3236.86,26,Bəli,54063.89
544,544,761,Aşağı,4049.96,11,Xeyr,
545,545,763,Aşağı,1575.56,5,Xeyr,
546,546,320,Yüksək,2254.52,12,Xeyr,
547,547,830,Aşağı,1164.44,10,Bəli,69212.78
548,548,738,Aşağı,1470.56,27,Xeyr,
549,549,634,Orta,4048.17,29,Xeyr,
550,550,823,Aşağı,4831.7,8,Xeyr,
551,551,379,Yüksək,2676.62,10,Xeyr,
552,552,566,Orta,458.25,4,Xeyr,
553,553,535,Orta,2012.57,15,Xeyr,
554,554,723,Aşağı,2513.4,11,Xeyr,
555,555,805,Aşağı,2541.86,11,Xeyr,
556,556,783,Aşağı,4830.63,19,Xeyr,
557,557,505,Orta,4047.78,4,Bəli,24709.42
558,558,809,Aşağı,573.57,16,Xeyr,
559,559,341,Yüksək,1768.9,28,Xeyr,
560,560,318,Yüksək,912.64,11,Bəli,185624.4
561,561,626,Orta,520.91,25,Xeyr,
562,562,498,Yüksək,2917.78,16,Bəli,53507.87
563,563,750,Aşağı,2850.3,24,Bəli,105199.18
564,564,691,Orta,1717.21,18,Bəli,78379.06
565,565,665,Orta,4896.59,17,Bəli,3224.5
566,566,846,Aşağı,904.8,28,Bəli,8168.62
567,567,529,Orta,4992.48,29,Bəli,23537.17
568,568,629,Orta,871.42,27,Bəli,30796.31
569,569,850,Aşağı,4599.54,28,Xeyr,
570,570,406,Yüksək,2654.14,5,Bəli,147464.53
571,571,489,Yüksək,1447.44,3,Bəli,33663.03
572,572,738,Aşağı,3797.4,19,Xeyr,
573,573,632,Orta,1877.69,17,Bəli,288348.67
574,574,791,Aşağı,2078.74,21,Xeyr,
575,575,724,Aşağı,1257.89,13,Bəli,1116.75
576,576,832,Aşağı,1604.09,4,Bəli,77447.61
577,577,764,Aşağı,862.35,3,Bəli,330823.02
578,578,770,Aşağı,2325.42,1,Bəli,40393.48
579,579,566,Orta,481.61,15,Xeyr,
580,580,419,Yüksək,3515.4,3,Bəli,90991.32
581,581,614,Orta,3976.77,6,Bəli,240984.89
582,582,434,Yüksək,2541.24,22,Bəli,6152.83
583,583,509,Orta,3221.86,28,Xeyr,
584,584,695,Orta,3298.21,15,Xeyr,
585,585,417,Yüksək,2521.57,12,Xeyr,
586,586,506,Orta,1906.39,6,Bəli,32835.05
587,587,474,Yüksək,2031.16,24,Xeyr,
588,588,680,Orta,677.93,19,Bəli,52280.75
589,589,495,Yüksək,3771.3,21,Xeyr,
590,590,387,Yüksək,1391.75,13,Bəli,35917.53
591,591,775,Aşağı,2509.78,4,Xeyr,
592,592,529,Orta,4957.21,1,Xeyr,
593,593,841,Aşağı,1650.82,18,Xeyr,
594,594,849,Aşağı,1739.55,14,Bəli,104726.69
595,595,504,Orta,4013.38,24,Bəli,72717.13
596,596,595,Orta,2741.12,22,Bəli,36650.98
597,597,831,Aşağı,675.91,7,Xeyr,
598,598,585,Orta,1591.83,26,Xeyr,
599,599,513,Orta,3529.43,15,Bəli,81390.57
600,600,677,Orta,4376.37,27,Xeyr,
601,601,463,Yüksək,1901.63,1,Xeyr,
602,602,630,Orta,3276.7,9,Bəli,15873.5
603,603,300,Yüksək,2671.43,15,Bəli,179520.07
604,604,673,Orta,504.31,18,Xeyr,
605,605,367,Yüksək,3528.17,14,Xeyr,
606,606,503,Orta,2231.53,29,Xeyr,
607,607,629,Orta,4097.76,26,Xeyr,
608,608,439,Yüksək,3096.23,16,Xeyr,
609,609,603,Orta,4598.1,3,Xeyr,
610,610,347,Yüksək,3636.64,5,Bəli,63055.78
611,611,827,Aşağı,3757.11,27,Xeyr,
612,612,533,Orta,4183.33,21,Bəli,219211.01
613,613,598,Orta,750.39,1,Bəli,39630.21
614,614,340,Yüksək,1191.43,9,Bəli,65767.21
615,615,618,Orta,4869.03,18,Xeyr,
616,616,588,Orta,1590.65,14,Bəli,112947.98
617,617,593,Orta,2455.19,14,Bəli,36855.77
618,618,540,Orta,2903.2,9,Xeyr,
619,619,605,Orta,4558.2,19,Bəli,16650.39
620,620,720,Aşağı,2788.05,7,Xeyr,
621,621,674,Orta,2495.15,27,Xeyr,
622,622,536,Orta,4073.27,25,Bəli,156982.72
623,623,845,Aşağı,1890.46,16,Xeyr,
624,624,404,Yüksək,432.6,5,Bəli,262309.98
625,625,596,Orta,3227.82,0,Xeyr,
626,626,669,Orta,1313.81,24,Xeyr,
627,627,831,Aşağı,3134.52,25,Xeyr,
628,628,391,Yüksək,634.46,4,Xeyr,
629,629,545,Orta,2461.28,28,Xeyr,
630,630,804,Aşağı,4007.01,1,Bəli,86753.13
631,631,709,Aşağı,3321.52,21,Xeyr,
632,632,768,Aşağı,3043.67,2,Xeyr,
633,633,732,Aşağı,1393.67,29,Bəli,371010.59
634,634,654,Orta,1069.04,2,Xeyr,
635,635,624,Orta,524.48,16,Bəli,29879.73
636,636,322,Yüksək,3746.55,19,Bəli,28618.88
637,637,348,Yüksək,2268.96,16,Bəli,319203.62
638,638,347,Yüksək,4644.08,3,Bəli,160192.81
639,639,510,Orta,522.05,16,Bəli,195458.37
640,640,377,Yüksək,3019.34,6,Bəli,22031.59
641,641,446,Yüksək,924.41,10,Bəli,4585.22
642,642,720,Aşağı,1744.3,7,Xeyr,
643,643,465,Yüksək,4828.47,15,Bəli,38584.68
644,644,503,Orta,4202.58,4,Xeyr,
645,645,585,Orta,2864.93,18,Bəli,50285.57
646,646,654,Orta,563.27,30,Bəli,299021.43
647,647,344,Yüksək,1210.39,23,Bəli,203750.66
648,648,339,Yüksək,431.44,0,Xeyr,
649,649,458,Yüksək,4583.14,30,Xeyr,
650,650,501,Orta,4762.76,29,Xeyr,
651,651,789,Aşağı,4668.84,18,Xeyr,
652,652,632,Orta,662.09,21,Bəli,16750.35
653,653,850,Aşağı,1604.04,24,Xeyr,
654,654,550,Orta,3677.94,28,Bəli,54897.36
655,655,825,Aşağı,2671.43,2,Xeyr,
656,656,465,Yüksək,1460.37,1,Xeyr,
657,657,484,Yüksək,1006.75,17,Xeyr,
658,658,743,Aşağı,4865.19,19,Bəli,57051.35
659,659,543,Orta,4372.07,30,Bəli,93949.89
660,660,328,Yüksək,2808.84,9,Bəli,4389.33
661,661,492,Yüksək,934.41,30,Bəli,372062.32
662,662,711,Aşağı,3667.08,24,Bəli,135289.91
663,663,753,Aşağı,1618.04,5,Xeyr,
664,664,695,Orta,1488.29,8,Bəli,222651.36
665,665,634,Orta,3105.35,7,Xeyr,
666,666,763,Aşağı,3052.49,25,Xeyr,
667,667,727,Aşağı,3579.03,18,Bəli,38266.06
668,668,719,Aşağı,2806.32,7,Bəli,43233.2
669,669,844,Aşağı,2271.33,1,Bəli,8437.7
670,670,460,Yüksək,2438.66,13,Bəli,118790.69
671,671,453,Yüksək,3590.32,27,Xeyr,
672,672,579,Orta,1057.49,9,Xeyr,
673,673,475,Yüksək,2651.85,1,Bəli,97136.26
674,674,638,Orta,1631.6,7,Xeyr,
675,675,362,Yüksək,1120.57,24,Bəli,35709.76
676,676,481,Yüksək,4393.78,15,Xeyr,
677,677,627,Orta,1772.04,3,Bəli,103239.52
678,678,423,Yüksək,4095.94,13,Bəli,6227.03
679,679,628,Orta,3598.76,6,Xeyr,
680,680,540,Orta,3006.75,30,Bəli,31704.55
681,681,682,Orta,3828.17,18,Bəli,22117.73
682,682,453,Yüksək,3138.31,3,Xeyr,
683,683,772,Aşağı,2806.59,30,Xeyr,
684,684,455,Yüksək,3516.14,4,Bəli,3373.33
685,685,791,Aşağı,3754.95,2,Xeyr,
686,686,688,Orta,532.3,11,Xeyr,
687,687,742,Aşağı,1989.6,13,Xeyr,
688,688,607,Orta,2578.9,24,Xeyr,
689,689,410,Yüksək,3948.21,2,Bəli,362237.31
690,690,489,Yüksək,2772.31,30,Xeyr,
691,691,469,Yüksək,2309.63,16,Bəli,10663.33
692,692,651,Orta,3832.8,26,Xeyr,
693,693,712,Aşağı,4308.26,0,Xeyr,
694,694,538,Orta,766.2,9,Bəli,37642.34
695,695,815,Aşağı,1255.38,13,Xeyr,
696,696,666,Orta,1508.84,14,Bəli,22867.17
697,697,595,Orta,3346.59,23,Xeyr,
698,698,368,Yüksək,1301.35,14,Bəli,186958.73
699,699,798,Aşağı,4934.42,5,Bəli,12478.31
700,700,844,Aşağı,1129.32,10,Xeyr,
701,701,412,Yüksək,499.25,25,Xeyr,
702,702,460,Yüksək,523.7,1,Xeyr,
703,703,321,Yüksək,546.39,19,Xeyr,
704,704,686,Orta,3879.92,9,Bəli,78319.56
705,705,363,Yüksək,3698.98,20,Bəli,82094.95
706,706,675,Orta,925.69,16,Xeyr,
707,707,345,Yüksək,1328.08,3,Xeyr,
708,708,756,Aşağı,907.91,23,Xeyr,
709,709,846,Aşağı,3159.91,28,Xeyr,
710,710,541,Orta,4896.11,19,Xeyr,
711,711,441,Yüksək,587.57,21,Xeyr,
712,712,577,Orta,3479.52,18,Bəli,11632.37
713,713,479,Yüksək,3141.35,21,Xeyr,
714,714,567,Orta,4134.14,12,Xeyr,
715,715,522,Orta,3961.64,3,Bəli,29581.74
716,716,404,Yüksək,2324.86,5,Bəli,225741.51
717,717,590,Orta,3584.98,6,Bəli,11595.14
718,718,832,Aşağı,3196.85,1,Xeyr,
719,719,404,Yüksək,2995.96,10,Bəli,15213.05
720,720,421,Yüksək,1313.59,2,Bəli,13136.38
721,721,620,Orta,4107.11,18,Bəli,42902.91
722,722,379,Yüksək,2116.46,17,Xeyr,
723,723,781,Aşağı,4769.11,9,Bəli,116922.26
724,724,420,Yüksək,786.92,30,Bəli,17452.21
725,725,319,Yüksək,1965.13,11,Bəli,34392.82
726,726,720,Aşağı,778.08,10,Bəli,21193.38
727,727,308,Yüksək,4862.74,21,Bəli,10154.23
728,728,505,Orta,784.79,22,Bəli,26418.71
729,729,608,Orta,666.51,24,Bəli,40542.4
730,730,359,Yüksək,864.54,22,Bəli,67181.13
731,731,568,Orta,4456.1,1,Xeyr,
732,732,659,Orta,3697.98,6,Bəli,24758.52
733,733,391,Yüksək,4553.22,10,Bəli,244699.19
734,734,701,Aşağı,1379.17,0,Xeyr,
735,735,552,Orta,1208.82,1,Xeyr,
736,736,470,Yüksək,1079.63,4,Bəli,28320.85
737,737,611,Orta,3481.17,8,Xeyr,
738,738,404,Yüksək,1897.15,28,Bəli,234327.02
739,739,366,Yüksək,2937.7,8,Bəli,55796.84
740,740,583,Orta,4886.2,19,Xeyr,
741,741,432,Yüksək,4237.88,9,Bəli,115811.28
742,742,306,Yüksək,2063.33,2,Bəli,46707.6
743,743,806,Aşağı,2038.79,5,Xeyr,
744,744,723,Aşağı,2072.69,23,Xeyr,
745,745,553,Orta,4357.28,28,Xeyr,
746,746,662,Orta,1349.72,5,Xeyr,
747,747,576,Orta,4652.51,27,Xeyr,
748,748,819,Aşağı,3981.23,27,Xeyr,
749,749,782,Aşağı,4623.07,14,Bəli,15697.84
750,750,770,Aşağı,4342.49,24,Xeyr,
751,751,820,Aşağı,1576.61,26,Bəli,57735.64
752,752,815,Aşağı,606.83,29,Bəli,17153.65
753,753,848,Aşağı,3463.71,27,Bəli,15662.53
754,754,365,Yüksək,2281.33,9,Xeyr,
755,755,421,Yüksək,563.75,20,Bəli,6194.54
756,756,369,Yüksək,1751.39,27,Bəli,24469.87
757,757,417,Yüksək,4544.19,30,Xeyr,
758,758,678,Orta,915.86,21,Xeyr,
759,759,474,Yüksək,2749.84,20,Bəli,10162.5
760,760,432,Yüksək,1767.94,12,Bəli,57239.69
761,761,331,Yüksək,3786.76,2,Xeyr,
762,762,637,Orta,728.92,2,Xeyr,
763,763,331,Yüksək,2244.43,1,Xeyr,
764,764,538,Orta,802.86,16,Bəli,21853.3
765,765,539,Orta,1999.53,7,Bəli,48650.61
766,766,428,Yüksək,791.74,0,Xeyr,
767,767,470,Yüksək,4576.02,4,Bəli,8608.88
768,768,537,Orta,735.54,10,Xeyr,
769,769,648,Orta,4469.78,23,Bəli,18767.84
770,770,487,Yüksək,409.78,5,Xeyr,
771,771,669,Orta,3458.6,5,Xeyr,
772,772,463,Yüksək,1801.77,3,Bəli,21317.94
773,773,593,Orta,1854.03,6,Bəli,50078.79
774,774,393,Yüksək,2931.11,29,Bəli,41914.29
775,775,322,Yüksək,1202.42,26,Xeyr,
776,776,816,Aşağı,3569.91,10,Bəli,20345.43
777,777,757,Aşağı,4501.82,21,Bəli,26055.45
778,778,565,Orta,443.46,11,Bəli,228516.52
779,779,690,Orta,3423.07,26,Bəli,29265.06
780,780,464,Yüksək,3640.62,14,Xeyr,
781,781,408,Yüksək,4438.57,9,Bəli,4331.3
782,782,626,Orta,2583.98,26,Bəli,308739.57
783,783,542,Orta,742.6,25,Bəli,17681.92
784,784,458,Yüksək,1857.72,14,Bəli,70759.31
785,785,354,Yüksək,612.28,1,Bəli,23757.51
786,786,647,Orta,3238.69,7,Xeyr,
787,787,385,Yüksək,1835.3,6,Xeyr,
788,788,696,Orta,3147.7,12,Bəli,30770.33
789,789,348,Yüksək,2986.92,2,Bəli,99831.42
790,790,340,Yüksək,2492.59,2,Bəli,23785.49
791,791,745,Aşağı,3504.11,1,Xeyr,
792,792,303,Yüksək,472.74,30,Bəli,23516.38
793,793,832,Aşağı,2809.2,28,Xeyr,
794,794,441,Yüksək,553.65,23,Xeyr,
795,795,332,Yüksək,3275.47,18,Xeyr,
796,796,456,Yüksək,3617.27,22,Bəli,149258.9
797,797,480,Yüksək,1803.6,30,Xeyr,
798,798,526,Orta,3667.76,4,Bəli,5004.57
799,799,796,Aşağı,3186.62,26,Bəli,60391.62
800,800,604,Orta,4201.97,20,Bəli,335274.76
801,801,661,Orta,4688.17,29,Xeyr,
802,802,659,Orta,571.29,27,Xeyr,
803,803,586,Orta,717.58,21,Xeyr,
804,804,338,Yüksək,1531.76,4,Bəli,75515.99
805,805,767,Aşağı,3523.3,25,Xeyr,
806,806,649,Orta,4401.47,23,Xeyr,
807,807,495,Yüksək,4186.43,15,Bəli,323067.45
808,808,328,Yüksək,3152.23,19,Xeyr,
809,809,450,Yüksək,892.11,25,Bəli,1300.65
810,810,532,Orta,1364.88,18,Xeyr,
811,811,795,Aşağı,1106.03,19,Xeyr,
812,812,605,Orta,2619.51,26,Xeyr,
813,813,846,Aşağı,2232.32,25,Bəli,20145.25
814,814,760,Aşağı,2225.93,17,Xeyr,
815,815,850,Aşağı,940.8,19,Bəli,33613.76
816,816,352,Yüksək,1530.61,16,Bəli,16125.55
817,817,777,Aşağı,1068.31,8,Xeyr,
818,818,659,Orta,1255.74,17,Xeyr,
819,819,559,Orta,1738.72,9,Xeyr,
820,820,602,Orta,3133.03,11,Bəli,19519.07
821,821,354,Yüksək,2584.11,6,Bəli,40062.8
822,822,399,Yüksək,1718.41,13,Xeyr,
823,823,617,Orta,4277.57,13,Xeyr,
824,824,529,Orta,3697.31,22,Bəli,27499.07
825,825,603,Orta,1868.96,8,Bəli,62584.16
826,826,443,Yüksək,3794.26,14,Xeyr,
827,827,581,Orta,521.77,1,Bəli,267858.79
828,828,406,Yüksək,2795.65,16,Xeyr,
829,829,588,Orta,1708.77,27,Bəli,15202.45
830,830,368,Yüksək,4596.66,26,Xeyr,
831,831,795,Aşağı,2582.71,3,Bəli,5325.76
832,832,758,Aşağı,1207.16,25,Bəli,52811.94
833,833,420,Yüksək,2259.62,30,Xeyr,
834,834,803,Aşağı,3452.18,1,Xeyr,
835,835,763,Aşağı,4902.62,25,Xeyr,
836,836,766,Aşağı,4124.02,7,Xeyr,
837,837,828,Aşağı,1573.51,29,Xeyr,
838,838,337,Yüksək,3448.32,20,Bəli,146564.07
839,839,555,Orta,1049.64,26,Bəli,1647.74
840,840,726,Aşağı,1043.01,12,Bəli,25638.23
841,841,496,Yüksək,3988.08,0,Bəli,14841.31
842,842,811,Aşağı,1033.02,21,Bəli,40806.93
843,843,561,Orta,3575.63,29,Bəli,29470.51
844,844,329,Yüksək,1001.63,23,Xeyr,
845,845,843,Aşağı,4836.93,12,Xeyr,
846,846,397,Yüksək,1528.09,26,Xeyr,
847,847,436,Yüksək,4141.54,30,Xeyr,
848,848,846,Aşağı,4475.26,10,Xeyr,
849,849,659,Orta,4160.9,10,Bəli,22543.47
850,850,628,Orta,1476.48,21,Xeyr,
851,851,427,Yüksək,1362.58,26,Bəli,43009.93
852,852,424,Yüksək,1523.23,16,Xeyr,
853,853,509,Orta,2007.35,0,Xeyr,
854,854,353,Yüksək,3655.88,15,Xeyr,
855,855,781,Aşağı,3685.22,25,Bəli,262705.19
856,856,680,Orta,2285.81,22,Bəli,201987.97
857,857,629,Orta,2972.88,18,Xeyr,
858,858,627,Orta,724.58,24,Bəli,8294.11
859,859,479,Yüksək,766.32,29,Xeyr,
860,860,572,Orta,4773.2,13,Bəli,28789.83
861,861,409,Yüksək,2287.98,28,Bəli,10599.72
862,862,672,Orta,2207.02,11,Bəli,176247.01
863,863,489,Yüksək,1944.98,21,Bəli,33168.67
864,864,325,Yüksək,2670.14,24,Xeyr,
865,865,582,Orta,3664.19,3,Bəli,34663.69
866,866,630,Orta,1023.77,5,Bəli,42099.07
867,867,521,Orta,3780.59,1,Bəli,222436.72
868,868,546,Orta,1881.67,21,Bəli,316079.02
869,869,496,Yüksək,4693.21,5,Xeyr,
870,870,312,Yüksək,540.16,10,Bəli,5839.92
871,871,811,Aşağı,1509.62,26,Xeyr,
872,872,815,Aşağı,2097.62,25,Xeyr,
873,873,815,Aşağı,4225.88,19,Xeyr,
874,874,737,Aşağı,4435.39,16,Xeyr,
875,875,848,Aşağı,2138.05,28,Bəli,4361.21
876,876,678,Orta,4861.08,15,Xeyr,
877,877,480,Yüksək,1757.66,25,Bəli,102707.57
878,878,512,Orta,1808.62,19,Xeyr,
879,879,390,Yüksək,2222.3,3,Xeyr,
880,880,448,Yüksək,2173.87,24,Xeyr,
881,881,810,Aşağı,2762.14,10,Bəli,36332.0
882,882,460,Yüksək,2239.57,27,Xeyr,
883,883,457,Yüksək,4633.0,13,Xeyr,
884,884,381,Yüksək,955.76,17,Xeyr,
885,885,614,Orta,1808.42,8,Bəli,4318.94
886,886,583,Orta,3090.2,16,Xeyr,
887,887,507,Orta,2192.43,21,Xeyr,
888,888,766,Aşağı,1426.5,24,Bəli,16869.1
889,889,621,Orta,1499.11,13,Xeyr,
890,890,622,Orta,405.11,22,Bəli,77359.84
891,891,596,Orta,2273.89,15,Xeyr,
892,892,738,Aşağı,1574.04,24,Bəli,323596.3
893,893,377,Yüksək,605.04,18,Bəli,50773.21
894,894,669,Orta,1627.14,14,Bəli,348288.79
895,895,572,Orta,2575.52,15,Xeyr,
896,896,768,Aşağı,3798.29,16,Xeyr,
897,897,380,Yüksək,4542.59,30,Bəli,36697.83
898,898,478,Yüksək,4321.09,2,Xeyr,
899,899,824,Aşağı,3776.44,12,Bəli,25775.19
900,900,658,Orta,3645.03,1,Bəli,55892.56
901,901,705,Aşağı,1460.48,1,Bəli,96342.98
902,902,389,Yüksək,773.66,18,Xeyr,
903,903,384,Yüksək,4976.32,28,Xeyr,
904,904,703,Aşağı,2937.7,20,Bəli,45788.5
905,905,324,Yüksək,2509.1,19,Xeyr,
906,906,724,Aşağı,3597.7,6,Bəli,11722.64
907,907,383,Yüksək,4604.12,8,Xeyr,
908,908,709,Aşağı,1713.42,11,Xeyr,
909,909,795,Aşağı,960.41,7,Xeyr,
910,910,463,Yüksək,2699.13,14,Bəli,378370.02
911,911,620,Orta,572.1,5,Bəli,7555.8
912,912,482,Yüksək,517.77,11,Bəli,56746.73
913,913,748,Aşağı,3988.76,26,Bəli,27483.29
914,914,818,Aşağı,1362.84,26,Bəli,29048.62
915,915,655,Orta,608.49,8,Xeyr,
916,916,696,Orta,4209.19,18,Xeyr,
917,917,719,Aşağı,4514.79,17,Bəli,248348.07
918,918,674,Orta,1319.53,20,Xeyr,
919,919,599,Orta,421.24,23,Xeyr,
920,920,589,Orta,2098.38,19,Xeyr,
921,921,670,Orta,1590.52,11,Bəli,203776.93
922,922,316,Yüksək,3508.58,20,Xeyr,
923,923,817,Aşağı,3840.97,19,Bəli,2916.05
924,924,750,Aşağı,3611.42,21,Xeyr,
925,925,658,Orta,4205.88,1,Bəli,14040.26
926,926,810,Aşağı,4182.26,28,Xeyr,
927,927,566,Orta,745.41,1,Xeyr,
928,928,734,Aşağı,980.08,21,Xeyr,
929,929,508,Orta,1792.19,0,Bəli,94067.72
930,930,778,Aşağı,1231.47,11,Xeyr,
931,931,449,Yüksək,2782.77,25,Xeyr,
932,932,501,Orta,567.61,22,Xeyr,
933,933,806,Aşağı,3792.04,3,Bəli,68841.03
934,934,507,Orta,2156.26,3,Xeyr,
935,935,548,Orta,3612.89,6,Xeyr,
936,936,804,Aşağı,2145.04,11,Bəli,18026.27
937,937,844,Aşağı,4405.07,5,Bəli,1827.72
938,938,758,Aşağı,2138.7,20,Xeyr,
939,939,350,Yüksək,3838.78,27,Bəli,20745.96
940,940,598,Orta,2858.45,15,Xeyr,
941,941,759,Aşağı,2842.73,16,Bəli,40003.25
942,942,780,Aşağı,2272.02,21,Xeyr,
943,943,369,Yüksək,2418.11,2,Bəli,18269.71
944,944,669,Orta,3481.9,2,Bəli,56980.34
945,945,546,Orta,3343.21,30,Xeyr,
946,946,364,Yüksək,1715.41,0,Xeyr,
947,947,751,Aşağı,488.05,11,Xeyr,
948,948,586,Orta,4204.66,13,Bəli,90219.36
949,949,743,Aşağı,1584.97,3,Bəli,38283.11
950,950,377,Yüksək,656.75,13,Xeyr,
951,951,553,Orta,3513.59,19,Xeyr,
952,952,589,Orta,2899.08,14,Bəli,74226.97
953,953,355,Yüksək,4460.97,22,Xeyr,
954,954,482,Yüksək,1772.46,0,Bəli,92833.42
955,955,501,Orta,4128.96,30,Xeyr,
956,956,325,Yüksək,3988.83,5,Bəli,15994.9
957,957,704,Aşağı,3107.13,16,Xeyr,
958,958,412,Yüksək,4094.27,1,Bəli,237675.44
959,959,366,Yüksək,3806.05,7,Bəli,1261.56
960,960,651,Orta,3028.2,6,Xeyr,
961,961,408,Yüksək,1429.82,25,Xeyr,
962,962,630,Orta,2952.16,22,Xeyr,
963,963,690,Orta,4108.19,28,Bəli,53715.56
964,964,588,Orta,1615.4,4,Xeyr,
965,965,598,Orta,3629.12,27,Xeyr,
966,966,833,Aşağı,2454.1,4,Bəli,14612.22
967,967,380,Yüksək,2083.35,14,Xeyr,
968,968,542,Orta,3030.2,3,Bəli,263002.11
969,969,394,Yüksək,2699.57,30,Xeyr,
970,970,797,Aşağı,477.02,30,Bəli,46777.96
971,971,726,Aşağı,1695.16,18,Bəli,4922.96
972,972,486,Yüksək,4710.04,6,Xeyr,
973,973,687,Orta,1965.5,0,Bəli,1433.03
974,974,305,Yüksək,2855.72,18,Xeyr,
975,975,546,Orta,3702.76,7,Bəli,18378.13
976,976,413,Yüksək,3559.62,17,Bəli,6151.8
977,977,734,Aşağı,1171.39,21,Bəli,44582.63
978,978,318,Yüksək,4555.61,9,Bəli,54424.71
979,979,806,Aşağı,3003.52,14,Bəli,3734.64
980,980,410,Yüksək,4728.18,25,Xeyr,
981,981,418,Yüksək,3636.85,17,Xeyr,
982,982,574,Orta,2207.12,24,Xeyr,
983,983,352,Yüksək,2940.09,29,Bəli,14745.74
984,984,462,Yüksək,4201.18,25,Bəli,311017.4
985,985,556,Orta,4407.6,10,Bəli,14537.19
986,986,750,Aşağı,4904.26,24,Xeyr,
987,987,395,Yüksək,2678.15,25,Xeyr,
988,988,664,Orta,4465.71,7,Xeyr,
989,989,777,Aşağı,3131.82,17,Xeyr,
990,990,728,Aşağı,3166.5,22,Xeyr,
991,991,496,Yüksək,1869.84,3,Xeyr,
992,992,639,Orta,2980.15,1,Xeyr,
993,993,590,Orta,1058.26,8,Xeyr,
994,994,757,Aşağı,481.49,16,Xeyr,
995,995,546,Orta,2043.93,6,Bəli,9957.89
996,996,469,Yüksək,3400.86,30,Bəli,24051.42
997,997,832,Aşağı,3746.54,5,Xeyr,
998,998,691,Orta,2144.73,26,Xeyr,
999,999,787,Aşağı,1699.71,29,Xeyr,
1000,1000,557,Orta,2138.97,4,Bəli,3568.82
1001,1001,600,Orta,1102.19,7,Xeyr,
1002,1002,842,Aşağı,1454.45,10,Bəli,12898.35
1003,1003,681,Orta,948.51,20,Xeyr,
1004,1004,572,Orta,480.24,11,Xeyr,
1005,1005,410,Yüksək,2543.63,11,Bəli,21342.88
1006,1006,311,Yüksək,1704.02,29,Xeyr,
1007,1007,344,Yüksək,3740.74,21,Bəli,21159.73
1008,1008,368,Yüksək,4073.47,25,Bəli,52488.47
1009,1009,405,Yüksək,3709.97,17,Xeyr,
1010,1010,314,Yüksək,2373.31,21,Bəli,135211.28
1011,1011,625,Orta,3047.26,8,Xeyr,
1012,1012,306,Yüksək,3152.8,22,Bəli,2066.64
1013,1013,357,Yüksək,3207.17,22,Bəli,145597.3
1014,1014,493,Yüksək,3051.11,2,Bəli,62420.32
1015,1015,803,Aşağı,2098.06,4,Xeyr,
1016,1016,776,Aşağı,3856.88,24,Xeyr,
1017,1017,662,Orta,3952.3,30,Bəli,55212.78
1018,1018,392,Yüksək,4255.65,2,Bəli,39277.36
1019,1019,301,Yüksək,4641.83,12,Bəli,57843.73
1020,1020,428,Yüksək,1726.06,17,Xeyr,
1021,1021,726,Aşağı,1319.11,0,Bəli,207337.86
1022,1022,777,Aşağı,1686.42,25,Bəli,76431.4
1023,1023,797,Aşağı,1920.41,24,Xeyr,
1024,1024,422,Yüksək,3906.79,30,Xeyr,
1025,1025,829,Aşağı,728.35,18,Bəli,34287.75
1026,1026,779,Aşağı,935.69,2,Bəli,10088.6
1027,1027,614,Orta,4040.57,2,Bəli,113616.17
1028,1028,323,Yüksək,2893.08,22,Xeyr,
1029,1029,719,Aşağı,4892.84,0,Xeyr,
1030,1030,450,Yüksək,537.11,19,Bəli,21466.18
1031,1031,583,Orta,2878.02,7,Bəli,388152.09
1032,1032,822,Aşağı,4528.44,24,Bəli,14882.74
1033,1033,478,Yüksək,4524.71,17,Xeyr,
1034,1034,492,Yüksək,1584.43,17,Xeyr,
1035,1035,543,Orta,671.68,3,Bəli,53100.66
1036,1036,819,Aşağı,1623.48,7,Bəli,39463.37
1037,1037,334,Yüksək,4985.57,18,Xeyr,
1038,1038,324,Yüksək,3436.77,13,Xeyr,
1039,1039,408,Yüksək,2535.02,16,Bəli,66342.15
