kredit_id,musteri_id,kredit_novu,kredit_meblegi,valyuta,verilme_tarixi,bitme_tarixi,faiz_derecesi,muddet_ay
756,2354,Mikro Biznes,17877.2,AZN,2024-04-07,2029-02-10,19.95,59
757,555,Avto,14087.11,USD,2025-06-24,2027-10-12,15.88,28
758,1201,Mikro Biznes,29992.96,EUR,2022-11-10,2025-09-25,14.09,35
759,33,İstehlak,10545.91,USD,2025-06-20,2027-08-09,15.21,26
760,1360,Mikro Biznes,45385.49,USD,2023-03-05,2027-04-13,12.35,50
761,1282,İstehlak,3906.21,USD,2024-08-13,2029-01-19,19.39,54
762,1042,İpoteka,97514.37,USD,2023-04-25,2044-10-01,9.87,261
763,1919,İpoteka,238605.14,USD,2023-09-25,2041-05-23,9.41,215
764,1955,İstehlak,15576.53,EUR,2024-12-23,2026-01-17,18.09,13
765,577,Avto,46116.31,EUR,2025-07-25,2031-04-25,10.05,70
766,502,İstehlak,11557.8,AZN,2024-07-23,2026-09-11,15.61,26
767,1142,İstehlak,5975.45,EUR,2025-01-01,2027-09-18,21.14,33
768,319,İstehlak,15187.02,USD,2023-01-13,2026-07-26,18.68,43
769,1434,Mikro Biznes,13014.98,EUR,2025-03-08,2027-02-26,13.21,24
770,9,İpoteka,204739.74,AZN,2025-08-16,2038-03-11,8.72,153
771,1067,Avto,36852.75,AZN,2022-12-11,2026-03-25,16.33,40
772,799,İstehlak,15260.24,AZN,2022-12-19,2027-01-27,19.6,50
773,825,Avto,42490.76,AZN,2025-08-12,2031-04-13,13.96,69
774,2182,İstehlak,28235.82,USD,2024-06-28,2026-07-18,21.3,25
775,224,Mikro Biznes,13794.0,AZN,2023-02-10,2026-03-26,17.85,38
776,1472,İstehlak,14514.87,EUR,2025-06-05,2028-12-16,18.45,43
777,1215,İstehlak,18452.94,AZN,2025-08-19,2029-07-29,21.86,48
778,1096,İpoteka,193610.16,USD,2023-04-07,2052-06-03,7.91,355
779,1644,Mikro Biznes,21081.28,EUR,2024-02-10,2027-11-21,12.21,46
780,687,İstehlak,21027.09,EUR,2023-08-24,2026-03-11,19.25,31
781,1509,Avto,3126.54,EUR,2024-10-17,2027-08-03,11.73,34
782,883,İpoteka,238500.16,AZN,2025-03-18,2052-04-25,9.86,330
783,1100,İstehlak,12545.98,AZN,2024-03-19,2027-08-31,20.96,42
784,911,Avto,69960.63,EUR,2024-07-23,2029-06-27,17.08,60
785,6,İstehlak,16304.08,AZN,2024-12-03,2029-07-10,17.09,56
786,2372,İstehlak,8434.98,AZN,2025-05-31,2028-11-11,21.46,42
787,1650,İpoteka,51556.22,EUR,2025-03-29,2038-09-17,8.59,164
788,319,İstehlak,29471.51,USD,2023-07-09,2027-05-19,21.77,47
789,593,Avto,73649.67,USD,2025-05-29,2031-03-29,16.34,71
790,1508,İstehlak,22767.72,EUR,2023-01-15,2024-05-09,15.39,16
791,833,Avto,31662.15,USD,2025-09-15,2030-06-21,10.49,58
792,1520,Mikro Biznes,17409.18,USD,2023-09-20,2028-07-25,18.42,59
793,39,İstehlak,19978.31,EUR,2024-02-18,2027-11-29,18.6,46
794,153,İstehlak,21485.74,EUR,2022-12-27,2024-02-20,17.38,14
795,1383,Mikro Biznes,28647.11,EUR,2022-11-29,2028-09-28,12.99,71
796,2054,İpoteka,177555.95,USD,2024-12-30,2048-12-24,7.55,292
797,2357,Mikro Biznes,36324.78,USD,2025-03-09,2027-04-28,12.56,26
798,1373,Mikro Biznes,5683.07,EUR,2023-06-20,2031-02-08,17.01,93
799,814,İpoteka,57842.41,AZN,2023-04-23,2038-10-01,7.24,188
800,2076,İpoteka,243633.42,EUR,2024-09-02,2048-03-30,7.8,287
801,1791,İpoteka,177574.43,USD,2023-09-28,2045-08-03,8.7,266
802,1942,İpoteka,239940.9,EUR,2023-10-22,2045-09-26,7.2,267
803,997,Mikro Biznes,5829.11,EUR,2023-11-26,2031-04-18,17.19,90
804,611,İpoteka,92689.33,USD,2023-03-16,2045-04-19,10.0,269
805,2291,İstehlak,8328.45,EUR,2024-01-25,2025-09-16,16.25,20
806,725,Mikro Biznes,11309.4,AZN,2023-04-10,2025-07-28,17.1,28
807,1774,İpoteka,252104.13,EUR,2024-09-30,2041-10-31,7.67,208
808,870,İpoteka,52640.11,USD,2023-01-27,2034-04-29,9.3,137
809,2321,İstehlak,1292.16,EUR,2023-11-07,2027-06-19,20.95,44
810,6,İpoteka,221242.78,AZN,2024-09-04,2038-03-25,7.45,165
811,790,Mikro Biznes,8261.25,USD,2023-08-13,2031-05-03,16.64,94
812,63,İstehlak,2090.69,AZN,2024-08-16,2026-12-04,19.85,28
813,729,Mikro Biznes,25042.4,EUR,2022-12-24,2030-07-15,14.13,92
814,2071,İstehlak,14424.47,USD,2023-01-22,2025-03-12,19.96,26
815,2158,Avto,40355.48,AZN,2023-02-23,2029-04-22,17.71,75
816,2475,Mikro Biznes,12104.97,USD,2023-01-16,2025-03-06,16.06,26
817,217,Mikro Biznes,17664.3,USD,2024-10-04,2028-07-15,13.08,46
818,364,Avto,9153.3,AZN,2023-06-18,2025-10-05,16.25,28
819,2425,Mikro Biznes,21103.82,EUR,2024-11-25,2029-12-29,19.31,62
820,1832,Avto,18345.68,EUR,2025-03-03,2029-07-10,16.35,53
821,1123,Avto,29472.45,USD,2025-01-18,2031-04-17,11.99,76
822,1331,Mikro Biznes,22519.69,EUR,2023-07-21,2026-08-04,13.59,37
823,1277,Mikro Biznes,18346.18,USD,2025-01-22,2026-02-16,13.59,13
824,1660,İstehlak,19939.76,AZN,2023-09-19,2028-08-23,16.67,60
825,1502,Avto,44658.47,AZN,2025-04-18,2028-10-29,12.98,43
826,2393,Avto,74786.15,USD,2025-03-25,2027-06-13,14.98,27
827,2354,İpoteka,289775.2,AZN,2025-03-04,2030-08-05,8.43,66
828,1752,Avto,77850.51,USD,2024-02-20,2027-07-04,12.66,41
829,1694,Avto,11634.37,EUR,2025-03-29,2030-11-28,13.32,69
830,203,Mikro Biznes,46498.42,AZN,2023-04-15,2028-04-18,13.96,61
831,104,Mikro Biznes,3687.08,AZN,2024-03-13,2026-04-02,15.04,25
832,1302,Avto,47338.44,EUR,2023-06-07,2029-06-05,14.74,73
833,248,İstehlak,10171.63,EUR,2023-11-02,2026-03-21,21.91,29
834,211,Mikro Biznes,47923.43,EUR,2023-01-30,2026-09-11,13.87,44
835,1299,İpoteka,212167.45,AZN,2023-09-24,2048-04-15,8.37,299
836,350,İpoteka,159170.21,EUR,2024-12-25,2042-05-25,8.1,212
837,2358,Avto,17537.27,EUR,2025-06-15,2030-03-21,13.24,58
838,1266,İpoteka,173242.1,USD,2024-06-03,2049-03-24,7.29,302
839,724,Mikro Biznes,1612.59,USD,2023-03-16,2025-11-30,14.54,33
840,209,Avto,19842.53,USD,2024-12-25,2028-02-08,17.62,38
841,760,Avto,17465.46,AZN,2022-11-06,2026-08-17,15.82,46
842,873,Mikro Biznes,44742.95,EUR,2023-11-28,2026-01-16,12.86,26
843,1169,Avto,23827.42,AZN,2023-04-05,2029-11-29,14.81,81
844,1356,Mikro Biznes,11308.2,EUR,2025-03-01,2031-04-29,12.63,75
845,1749,İstehlak,18479.46,USD,2025-02-17,2027-02-07,18.82,24
846,1100,İpoteka,259296.41,USD,2024-02-28,2051-04-07,9.99,330
847,896,İstehlak,12577.85,EUR,2024-09-03,2027-12-17,16.23,40
848,621,Avto,79737.3,EUR,2023-02-08,2029-09-04,17.72,80
849,1124,Mikro Biznes,18352.45,USD,2023-07-14,2029-07-12,14.75,73
850,1329,İstehlak,16321.23,AZN,2025-07-23,2030-02-27,17.81,56
851,830,İpoteka,34883.55,AZN,2023-06-26,2032-02-09,8.46,105
852,304,Avto,23206.76,AZN,2025-09-14,2028-01-02,14.72,28
853,1873,İpoteka,98527.33,USD,2025-10-19,2030-09-23,8.04,60
854,2194,Mikro Biznes,33495.71,EUR,2022-12-18,2026-09-28,12.88,46
855,1302,İpoteka,244755.18,EUR,2024-05-30,2040-10-03,8.99,199
856,1270,İpoteka,196393.66,AZN,2025-05-14,2052-11-18,9.02,335
857,1871,İstehlak,1641.76,EUR,2024-02-23,2025-11-14,16.89,21
858,403,İstehlak,7639.21,USD,2025-03-22,2026-08-14,16.95,17
859,1198,İpoteka,158262.67,EUR,2024-03-17,2045-06-25,8.41,259
860,1800,Mikro Biznes,21362.88,AZN,2023-01-21,2028-09-21,14.82,69
861,1628,İstehlak,11085.13,USD,2023-01-24,2027-07-02,15.68,54
862,2353,İpoteka,143442.01,USD,2023-03-11,2039-04-16,9.39,196
863,2249,İpoteka,39791.84,EUR,2025-06-04,2041-06-10,9.05,195
864,1052,Avto,11341.94,USD,2023-06-06,2028-08-08,16.84,63
865,2287,Mikro Biznes,34953.09,AZN,2025-09-08,2026-10-03,13.66,13
866,1622,Avto,36789.9,AZN,2025-05-31,2031-04-30,15.65,72
867,1654,İpoteka,191442.1,AZN,2024-01-04,2044-06-17,7.71,249
868,727,İpoteka,218972.96,EUR,2023-10-30,2052-10-27,9.8,353
869,1334,Mikro Biznes,25446.9,USD,2023-03-15,2024-11-04,17.31,20
870,1983,Mikro Biznes,5919.4,AZN,2025-02-15,2032-09-06,17.98,92
871,9,İstehlak,28043.8,AZN,2024-06-23,2027-04-09,20.59,34
872,1706,Mikro Biznes,46581.8,EUR,2025-03-27,2029-09-02,13.73,54
873,590,Avto,20538.46,AZN,2025-01-17,2028-05-31,12.3,41
874,1503,Avto,9869.65,USD,2025-05-01,2027-08-19,11.61,28
875,2128,Mikro Biznes,4583.52,EUR,2023-02-11,2030-09-02,13.02,92
876,179,Mikro Biznes,8791.42,EUR,2025-08-05,2028-03-22,18.43,32
877,854,İpoteka,125466.53,EUR,2024-02-07,2033-05-20,7.29,113
878,2098,Avto,26534.8,AZN,2024-08-16,2027-06-02,17.47,34
879,2408,Mikro Biznes,43997.64,AZN,2024-09-06,2026-05-29,14.1,21
880,32,İstehlak,23475.87,USD,2025-09-18,2028-12-01,19.72,39
881,341,İstehlak,26963.46,EUR,2025-02-26,2029-01-06,15.39,47
882,838,İstehlak,23479.24,EUR,2023-11-03,2028-06-09,17.55,56
883,1365,İstehlak,1721.13,AZN,2024-08-29,2026-04-21,16.82,20
884,2055,Mikro Biznes,3773.59,USD,2025-02-03,2031-02-02,18.27,73
885,537,Mikro Biznes,2891.0,AZN,2022-12-17,2026-04-30,17.7,41
886,315,İstehlak,2205.48,USD,2024-01-09,2028-12-13,18.48,60
887,316,İpoteka,257573.58,USD,2023-06-09,2035-04-07,8.3,144
888,544,Mikro Biznes,13107.83,USD,2023-01-04,2024-01-29,17.08,13
889,396,İstehlak,10837.55,USD,2025-02-14,2029-12-20,16.75,59
890,68,Avto,67128.07,USD,2024-02-04,2028-04-13,14.03,51
891,1413,Avto,6836.18,AZN,2025-09-29,2030-11-02,11.27,62
892,1861,İpoteka,236498.33,USD,2023-10-26,2042-07-18,7.11,228
893,901,Avto,46806.5,USD,2025-04-15,2028-09-26,14.49,42
894,1109,İpoteka,296480.31,USD,2023-04-16,2032-07-27,8.58,113
895,1377,Mikro Biznes,21279.08,EUR,2024-06-07,2025-12-29,16.17,19
896,209,İpoteka,130668.68,USD,2024-11-28,2042-03-29,8.32,211
897,2417,Mikro Biznes,43921.98,USD,2024-07-06,2031-07-30,12.61,86
898,220,Mikro Biznes,42954.44,EUR,2024-06-13,2029-12-14,18.54,67
899,2004,Mikro Biznes,23635.04,AZN,2023-03-23,2028-09-22,17.52,67
900,1676,İpoteka,49198.14,USD,2025-10-22,2030-09-26,7.11,60
901,116,İpoteka,87035.83,EUR,2024-08-19,2038-11-04,9.65,173
902,502,Avto,32840.81,AZN,2023-08-19,2029-01-19,13.29,66
903,136,İpoteka,124453.8,EUR,2024-12-17,2052-07-23,9.12,336
904,1625,Avto,55186.6,USD,2024-05-26,2031-02-19,17.35,82
905,1993,İstehlak,29227.27,EUR,2023-03-04,2024-08-25,17.05,18
906,1,İstehlak,13344.51,EUR,2022-11-24,2024-06-16,15.38,19
907,1395,Mikro Biznes,7408.8,USD,2024-04-02,2031-07-25,18.01,89
908,1320,Avto,26909.59,USD,2024-09-13,2031-01-10,10.22,77
909,1797,Avto,9410.28,USD,2025-08-13,2029-09-21,13.59,50
910,413,İpoteka,283713.82,USD,2023-10-21,2046-10-20,7.49,280
911,520,İstehlak,6882.45,USD,2024-01-21,2026-12-06,18.38,35
912,1909,Avto,57715.92,EUR,2023-07-25,2026-12-06,17.09,41
913,1069,Avto,23150.96,USD,2025-05-06,2031-08-03,15.25,76
914,1350,Mikro Biznes,22145.06,AZN,2023-07-11,2030-07-04,13.45,85
915,1356,İpoteka,294292.98,AZN,2025-06-05,2052-09-11,8.35,332
916,1554,Mikro Biznes,37679.89,EUR,2023-11-26,2025-01-19,17.99,14
917,1263,İpoteka,253762.64,USD,2023-02-05,2037-10-19,7.43,179
918,2192,İpoteka,25215.38,EUR,2023-04-15,2030-03-09,8.65,84
919,827,Mikro Biznes,2706.37,AZN,2024-02-26,2031-04-20,13.3,87
920,1495,Avto,59359.41,USD,2024-10-26,2031-04-23,16.1,79
921,1431,İpoteka,241892.38,USD,2023-08-11,2030-02-05,8.38,79
922,316,Avto,13708.04,EUR,2023-06-10,2026-03-26,16.22,34
923,1914,İstehlak,3611.28,USD,2025-02-17,2027-01-08,20.0,23
924,884,Mikro Biznes,40776.86,EUR,2025-02-22,2031-04-22,15.34,75
925,492,Mikro Biznes,16287.31,EUR,2024-06-18,2027-02-03,14.0,32
926,834,İpoteka,253488.95,USD,2023-03-30,2049-05-12,8.67,318
927,404,İpoteka,168536.18,AZN,2025-07-21,2037-01-19,7.79,140
928,375,Mikro Biznes,27560.52,USD,2023-08-07,2028-05-12,19.35,58
929,934,Avto,74199.13,AZN,2023-01-10,2025-08-27,11.74,32
930,1787,Mikro Biznes,34193.01,AZN,2024-12-19,2027-03-09,18.72,27
931,1733,Mikro Biznes,34682.88,EUR,2025-01-01,2029-03-11,15.02,51
932,2050,Avto,60831.63,USD,2024-05-22,2031-01-16,10.13,81
933,764,Mikro Biznes,49533.87,USD,2023-03-31,2025-10-16,17.68,31
934,1012,Avto,44052.51,USD,2025-06-29,2030-08-02,13.35,62
935,1367,İpoteka,43994.33,AZN,2023-09-23,2048-12-10,9.0,307
936,1674,Mikro Biznes,18489.2,AZN,2023-06-08,2024-11-29,19.88,18
937,123,Mikro Biznes,1714.41,USD,2025-05-06,2030-08-08,18.03,64
938,1432,İstehlak,21662.72,AZN,2025-03-28,2029-09-03,17.1,54
939,770,İstehlak,17328.93,AZN,2024-02-26,2028-12-01,17.05,58
940,2220,Avto,46340.65,AZN,2023-03-18,2028-03-21,10.66,61
941,1803,İpoteka,26998.46,USD,2024-03-25,2031-12-14,9.93,94
942,1919,Mikro Biznes,26550.21,EUR,2023-05-15,2029-07-12,16.3,75
943,1198,İstehlak,20177.83,USD,2022-11-21,2027-02-28,15.43,52
944,494,Mikro Biznes,43827.56,USD,2022-12-17,2027-02-24,12.89,51
945,956,İstehlak,18443.33,USD,2023-11-11,2024-11-05,18.54,12
946,264,İstehlak,29087.09,AZN,2023-11-30,2026-03-19,19.07,28
947,1073,Avto,55888.29,AZN,2025-03-04,2027-08-21,10.57,30
948,2304,Avto,62329.71,AZN,2025-02-26,2031-01-26,16.43,72
949,1052,Mikro Biznes,30936.82,USD,2023-03-30,2028-07-31,16.26,65
950,1613,Avto,72639.94,AZN,2022-12-21,2025-10-06,14.75,34
951,439,Avto,43339.4,USD,2024-09-18,2029-10-22,13.09,62
952,1337,İpoteka,68453.09,EUR,2023-11-15,2045-10-20,8.9,267
953,2394,Avto,74454.85,EUR,2024-01-28,2026-08-15,10.4,31
954,784,İpoteka,83492.96,EUR,2024-09-06,2045-04-19,8.79,251
955,1632,Mikro Biznes,16306.33,AZN,2023-06-22,2027-07-31,13.02,50
956,2235,Mikro Biznes,12702.7,EUR,2023-11-22,2028-06-28,14.37,56
957,1455,Mikro Biznes,31836.66,USD,2023-02-20,2025-08-08,14.85,30
958,1063,İpoteka,234232.42,EUR,2023-12-02,2039-12-08,8.05,195
959,727,Mikro Biznes,1496.98,USD,2025-02-12,2029-07-21,18.83,54
960,877,İpoteka,170274.04,AZN,2024-01-07,2047-04-06,8.39,283
961,852,Mikro Biznes,32945.23,EUR,2023-05-11,2024-12-01,15.18,19
962,5,İpoteka,142260.99,AZN,2023-01-05,2041-05-30,9.0,224
963,137,Avto,64734.09,USD,2025-01-23,2031-12-18,15.75,84
964,1400,İpoteka,92174.46,AZN,2023-08-14,2036-11-03,8.76,161
965,262,İstehlak,26363.71,USD,2025-03-05,2026-08-27,18.24,18
966,699,İstehlak,11764.69,USD,2025-08-15,2028-02-01,19.0,30
967,724,Avto,25860.85,USD,2023-10-03,2027-04-15,12.85,43
968,112,İpoteka,181128.36,EUR,2023-06-13,2045-05-18,8.64,267
969,255,Mikro Biznes,1913.46,EUR,2024-03-17,2025-10-08,18.65,19
970,2199,Mikro Biznes,47139.16,EUR,2024-12-15,2031-04-13,12.38,77
971,255,İstehlak,3547.58,USD,2024-08-17,2027-05-04,16.6,33
972,1883,Mikro Biznes,13055.59,USD,2024-11-02,2026-03-27,14.35,17
973,1152,İstehlak,969.33,EUR,2025-04-18,2026-04-13,16.73,12
974,1555,İstehlak,14650.97,USD,2025-02-21,2026-12-13,18.22,22
975,1153,Mikro Biznes,14035.32,EUR,2025-09-09,2029-05-21,14.51,45
976,1785,Mikro Biznes,6583.63,AZN,2023-02-17,2024-05-12,13.86,15
977,473,Mikro Biznes,44842.43,USD,2023-11-30,2031-10-19,18.21,96
978,860,Avto,43518.4,USD,2024-09-19,2029-11-22,16.67,63
979,548,Mikro Biznes,3570.64,USD,2025-04-12,2030-06-15,14.09,63
980,1598,Avto,19948.91,USD,2023-04-27,2029-03-26,15.2,72
981,2377,İpoteka,226082.22,AZN,2025-09-18,2044-10-08,7.2,232
982,83,Mikro Biznes,37922.89,AZN,2022-12-13,2025-12-27,15.11,37
983,1143,Mikro Biznes,10471.35,USD,2025-07-26,2028-04-11,19.34,33
984,36,İpoteka,246215.12,AZN,2024-07-02,2029-08-05,9.07,62
985,666,Mikro Biznes,12777.88,USD,2023-10-03,2029-06-03,13.39,69
986,1334,İstehlak,5069.5,AZN,2024-03-24,2027-07-07,17.57,40
987,1245,İpoteka,207910.03,AZN,2025-08-28,2048-09-26,9.86,281
988,922,Mikro Biznes,21512.74,USD,2023-07-13,2029-04-12,15.72,70
989,226,Mikro Biznes,22257.35,EUR,2023-10-28,2030-07-23,19.58,82
990,985,İpoteka,277705.83,EUR,2024-10-18,2054-03-15,8.79,358
991,1772,İpoteka,38690.13,AZN,2024-01-14,2029-06-16,8.43,66
992,537,İpoteka,125815.09,AZN,2025-06-28,2036-10-28,8.97,138
993,580,İpoteka,297230.01,EUR,2024-07-07,2041-03-10,7.1,203
994,866,İstehlak,12512.11,EUR,2022-12-06,2025-08-22,17.6,33
995,1493,İstehlak,7892.23,USD,2024-12-06,2025-12-01,15.23,12
996,932,Mikro Biznes,22844.36,AZN,2023-08-09,2025-12-26,13.06,29
997,558,İstehlak,14821.99,EUR,2023-10-28,2026-04-15,17.07,30
998,1600,İstehlak,2539.94,AZN,2025-04-29,2027-04-19,17.39,24
999,1220,Avto,34692.11,USD,2025-04-08,2029-06-16,11.77,51
1000,716,İstehlak,2401.84,AZN,2025-08-10,2028-11-22,20.07,40
1001,142,İpoteka,148713.58,USD,2024-08-04,2046-10-08,9.83,270
1002,1638,Mikro Biznes,9597.43,EUR,2022-12-10,2030-07-01,14.71,92
1003,123,Mikro Biznes,38679.71,AZN,2023-05-26,2028-02-29,19.71,58
1004,1,Avto,74396.6,AZN,2025-10-01,2032-07-26,14.58,83
1005,2126,İstehlak,18542.8,USD,2023-04-05,2026-01-19,18.72,34
1006,1034,İstehlak,15400.29,EUR,2023-10-18,2028-06-23,20.42,57
1007,2211,Mikro Biznes,21020.68,EUR,2024-05-06,2027-07-20,14.48,39
1008,591,Mikro Biznes,43883.5,EUR,2023-08-08,2028-08-11,12.73,61
1009,2100,Mikro Biznes,31138.77,AZN,2022-11-13,2024-04-06,15.47,17
1010,1664,İpoteka,116778.79,EUR,2024-06-25,2034-03-05,7.16,118
1011,1336,Mikro Biznes,9030.8,AZN,2025-05-12,2031-07-10,15.87,75
1012,283,Mikro Biznes,1570.89,EUR,2022-11-12,2029-05-09,15.05,79
1013,254,İpoteka,144685.01,AZN,2024-11-02,2030-04-05,7.83,66
1014,679,İpoteka,43209.67,USD,2025-07-19,2041-04-26,7.53,192
1015,190,İstehlak,6195.74,AZN,2024-01-18,2027-07-31,18.52,43
1016,231,Avto,27597.95,AZN,2022-11-14,2025-10-29,10.79,36
1017,1451,Mikro Biznes,46009.51,USD,2022-11-07,2030-04-29,15.35,91
1018,2330,İpoteka,30937.68,USD,2024-09-26,2053-09-24,9.05,353
1019,1955,İpoteka,61670.68,USD,2024-07-21,2049-07-10,8.89,304
1020,257,İstehlak,28843.13,EUR,2022-12-18,2026-10-28,20.02,47
1021,57,İpoteka,238304.84,EUR,2024-08-29,2030-03-01,9.6,67
1022,1983,Avto,70499.59,EUR,2024-10-17,2030-09-16,12.24,72
1023,504,İpoteka,60657.98,EUR,2022-12-23,2045-02-25,8.57,270
1024,1971,Mikro Biznes,39456.66,USD,2024-09-16,2025-10-11,13.9,13
1025,1859,İstehlak,23359.21,AZN,2024-02-16,2028-05-25,17.61,52
1026,1946,İstehlak,8280.26,USD,2024-12-11,2027-09-27,16.52,34
1027,451,İpoteka,136871.09,AZN,2023-12-28,2052-06-28,8.67,347
1028,2049,İpoteka,128494.89,EUR,2025-06-06,2041-10-10,7.86,199
1029,1997,Mikro Biznes,25785.6,AZN,2025-05-07,2029-06-15,17.47,50
1030,1534,İstehlak,18599.3,USD,2023-12-28,2027-10-08,19.11,46
1031,1748,İpoteka,268813.99,USD,2023-09-17,2035-04-17,8.23,141
1032,1067,Avto,14720.11,USD,2023-02-25,2027-12-31,13.4,59
1033,935,İstehlak,13441.74,EUR,2024-09-17,2027-12-01,21.16,39
1034,263,Mikro Biznes,15213.4,USD,2024-06-26,2028-05-06,17.11,47
1035,1317,Mikro Biznes,36373.65,USD,2025-09-24,2031-10-23,18.49,74
1036,2460,İstehlak,29186.51,AZN,2025-07-24,2030-03-30,17.75,57
1037,314,İpoteka,257589.38,EUR,2023-08-01,2029-06-30,9.91,72
1038,560,Avto,57818.02,AZN,2025-03-14,2031-05-12,12.08,75
1039,1491,Avto,56975.21,EUR,2023-12-25,2026-02-12,16.05,26
1040,444,Avto,38023.09,USD,2025-01-23,2030-06-26,13.65,66
1041,2232,Mikro Biznes,42995.45,USD,2023-12-13,2028-10-17,15.64,59
1042,824,Mikro Biznes,46995.49,EUR,2025-09-12,2032-07-07,14.25,83
1043,1683,Avto,50329.93,EUR,2024-08-16,2029-11-18,15.07,64
1044,1099,Mikro Biznes,25295.56,AZN,2022-12-28,2029-02-24,19.51,75
1045,808,Avto,45138.5,AZN,2023-05-25,2030-02-17,12.59,82
1046,1613,İpoteka,64617.25,AZN,2025-02-03,2044-02-24,8.5,232
1047,1887,Avto,75854.06,USD,2024-06-05,2031-03-01,16.56,82
1048,144,Avto,68957.25,AZN,2025-08-12,2027-11-30,15.17,28
1049,2171,Mikro Biznes,1957.2,USD,2023-03-19,2031-01-06,14.9,95
1050,2269,Mikro Biznes,19478.91,AZN,2024-02-21,2032-01-10,15.05,96
1051,2450,Avto,14476.33,AZN,2023-08-21,2028-02-26,13.65,55
1052,1540,Mikro Biznes,5631.16,EUR,2022-12-02,2025-08-18,16.14,33
1053,1669,İpoteka,293913.39,EUR,2023-10-31,2041-12-25,9.96,221
1054,1009,Avto,71130.08,EUR,2022-12-08,2026-10-18,15.98,47
1055,1633,İpoteka,113781.44,EUR,2025-04-05,2047-11-06,8.31,275
1056,1615,Mikro Biznes,36209.18,EUR,2023-01-19,2026-12-29,15.5,48
1057,795,İstehlak,2911.75,EUR,2024-03-25,2027-07-08,15.45,40
1058,2407,Mikro Biznes,13831.24,EUR,2024-09-01,2025-10-26,16.16,14
1059,1217,Mikro Biznes,41966.37,USD,2024-06-27,2031-02-21,19.52,81
1060,92,Mikro Biznes,42081.19,AZN,2023-07-10,2027-12-16,13.44,54
1061,10,İstehlak,29164.48,AZN,2025-04-19,2027-07-08,15.74,27
1062,1125,Mikro Biznes,13722.18,USD,2025-10-03,2029-11-11,15.74,50
1063,1388,İpoteka,201627.98,EUR,2023-04-12,2048-09-27,8.94,310
1064,614,İpoteka,295428.79,EUR,2024-12-01,2052-05-08,8.14,334
1065,1364,Mikro Biznes,20155.16,AZN,2024-12-30,2026-05-24,12.32,17
1066,1727,Mikro Biznes,12606.72,USD,2023-12-23,2025-06-15,19.68,18
1067,509,Mikro Biznes,36835.18,EUR,2023-10-14,2025-05-06,16.23,19
1068,1180,Avto,37608.82,USD,2024-05-31,2028-03-11,13.6,46
1069,887,Avto,8902.22,AZN,2024-07-04,2028-11-10,16.32,53
1070,1848,İpoteka,246433.93,AZN,2024-03-16,2040-05-21,7.33,197
1071,2060,Mikro Biznes,39632.04,EUR,2023-05-17,2031-04-05,15.8,96
1072,666,Avto,52377.84,AZN,2025-09-10,2027-12-29,10.31,28
1073,1466,Avto,24074.67,EUR,2024-12-10,2029-05-18,14.2,54
1074,997,İpoteka,46246.98,USD,2024-09-11,2034-11-18,9.49,124
1075,1709,Mikro Biznes,27099.42,USD,2023-12-15,2026-05-03,12.61,29
1076,925,İstehlak,15985.81,AZN,2025-04-28,2029-11-03,16.07,55
1077,816,İstehlak,28696.14,EUR,2023-03-15,2025-07-02,19.02,28
1078,145,Avto,49214.72,EUR,2024-11-12,2030-03-16,10.87,65
1079,287,Mikro Biznes,49087.66,EUR,2025-03-19,2030-09-19,19.25,67
1080,1343,Avto,72882.09,EUR,2023-01-18,2027-08-25,16.77,56
1081,32,İstehlak,24240.62,USD,2023-09-11,2028-05-17,19.71,57
1082,973,İstehlak,13314.36,AZN,2025-09-16,2027-03-10,15.71,18
1083,391,İstehlak,12974.57,EUR,2024-01-31,2028-04-09,16.3,51
1084,1795,Avto,51035.9,AZN,2024-12-03,2030-01-06,13.93,62
1085,116,İstehlak,5890.62,EUR,2025-01-14,2027-05-04,15.59,28
1086,1060,İstehlak,14885.28,USD,2022-12-03,2025-10-18,17.76,35
1087,1978,İpoteka,199175.0,EUR,2023-05-12,2029-02-09,9.35,70
1088,2116,İstehlak,8949.29,EUR,2023-02-03,2027-08-11,18.39,55
1089,1269,İstehlak,22447.23,AZN,2023-08-12,2024-11-04,17.94,15
1090,488,Avto,30887.96,USD,2023-12-05,2026-11-19,13.43,36
1091,2426,İpoteka,190660.21,AZN,2024-09-14,2030-04-16,9.23,68
1092,1810,Mikro Biznes,34923.18,USD,2025-04-10,2031-07-08,15.64,76
1093,1073,Avto,53392.99,USD,2023-01-15,2027-03-25,14.64,51
1094,150,Mikro Biznes,18419.54,USD,2025-08-12,2031-10-10,19.39,75
1095,2019,Mikro Biznes,7696.05,AZN,2024-08-07,2031-08-31,16.26,86
1096,276,İpoteka,57514.27,USD,2025-02-26,2053-03-31,9.05,342
1097,911,İpoteka,182396.23,USD,2023-05-07,2029-09-02,8.95,77
1098,910,Avto,57119.91,AZN,2023-08-29,2027-02-09,13.6,42
1099,2287,İstehlak,8244.54,USD,2024-03-25,2028-08-01,21.4,53
1100,2084,Mikro Biznes,20167.77,USD,2023-12-05,2025-10-25,16.63,23
1101,2179,İstehlak,9236.73,AZN,2024-07-09,2025-07-04,17.48,12
1102,1145,İstehlak,9414.5,USD,2023-04-08,2025-03-28,18.41,24
1103,111,Mikro Biznes,24400.96,AZN,2024-11-30,2031-06-27,17.27,80
