odenis_id,kredit_id,odenis_tarixi,odenis_meblegi,odenis_novu,status
1523,788,2024-11-21,333.4,Faiz,Ödənilib
1524,2141,2024-03-28,675.94,Faiz,Gecikib
1525,2654,2025-10-19,339.38,Əsas borc,Qismən Ödənilib
1526,535,2024-12-07,1828.17,Faiz,Gecikib
1527,866,2025-07-04,312.36,Cərimə,Ödənilib
1528,805,2024-05-17,509.54,Faiz,Gecikib
1529,589,2023-12-08,435.24,Faiz,Qismən Ödənilib
1530,1520,2024-11-13,832.02,Faiz,Ödənilib
1531,2120,2025-09-05,392.37,Cərimə,Ödənilib
1532,541,2024-12-01,592.53,Əsas borc,Ödənilib
1533,1264,2025-02-12,427.66,Cərimə,Gecikib
1534,1754,2024-02-29,1613.86,Əsas borc,Ödənilib
1535,1929,2025-02-19,419.88,Faiz,Ödənilib
1536,1528,2025-07-20,1225.46,Cərimə,Ödənilib
1537,2688,2025-06-02,1077.0,Faiz,Qismən Ödənilib
1538,921,2025-05-09,1331.97,Cərimə,Qismən Ödənilib
1539,2719,2025-10-21,461.6,Faiz,Ödənilib
1540,94,2025-07-07,1447.87,Faiz,Ödənilib
1541,2615,2025-06-30,188.86,Faiz,Ödənilib
1542,1306,2025-08-18,471.14,Cərimə,Ödənilib
1543,352,2025-02-07,425.26,Əsas borc,Qismən Ödənilib
1544,2928,2025-04-23,446.63,Cərimə,Gecikib
1545,2271,2024-07-21,395.45,Cərimə,Gecikib
1546,2277,2024-10-22,207.98,Cərimə,Gecikib
1547,2875,2024-08-29,1880.3,Əsas borc,Qismən Ödənilib
1548,2734,2025-09-10,963.16,Cərimə,Ödənilib
1549,2131,2024-08-17,252.77,Əsas borc,Qismən Ödənilib
1550,231,2025-04-28,1765.75,Əsas borc,Qismən Ödənilib
1551,957,2025-09-18,241.37,Cərimə,Qismən Ödənilib
1552,2436,2025-09-01,382.22,Əsas borc,Ödənilib
1553,925,2024-07-17,191.92,Əsas borc,Qismən Ödənilib
1554,2176,2025-08-03,260.92,Faiz,Qismən Ödənilib
1555,1661,2025-03-23,917.9,Cərimə,Qismən Ödənilib
1556,2845,2025-01-20,575.95,Əsas borc,Gecikib
1557,2555,2024-04-09,808.03,Faiz,Qismən Ödənilib
1558,2325,2025-08-04,403.84,Faiz,Ödənilib
1559,1315,2024-12-06,1797.0,Cərimə,Ödənilib
1560,2167,2025-09-04,602.59,Əsas borc,Gecikib
1561,966,2025-09-03,632.37,Cərimə,Qismən Ödənilib
1562,55,2024-10-05,561.08,Faiz,Qismən Ödənilib
1563,1639,2023-06-03,872.35,Faiz,Qismən Ödənilib
1564,465,2025-09-30,750.69,Əsas borc,Ödənilib
1565,1234,2025-08-12,330.64,Əsas borc,Qismən Ödənilib
1566,2892,2025-08-09,1714.72,Əsas borc,Qismən Ödənilib
1567,510,2024-12-13,382.25,Əsas borc,Qismən Ödənilib
1568,476,2025-08-22,580.36,Əsas borc,Ödənilib
1569,2425,2024-05-24,155.37,Cərimə,Ödənilib
1570,319,2024-12-23,111.02,Faiz,Gecikib
1571,2614,2025-10-01,661.91,Faiz,Gecikib
1572,2733,2023-08-03,1979.0,Faiz,Qismən Ödənilib
1573,2490,2025-10-04,658.93,Faiz,Gecikib
1574,2798,2025-08-03,760.05,Faiz,Qismən Ödənilib
1575,1717,2024-09-11,424.15,Əsas borc,Ödənilib
1576,621,2025-02-09,892.48,Əsas borc,Qismən Ödənilib
1577,1006,2025-08-29,490.93,Cərimə,Qismən Ödənilib
1578,2713,2024-10-31,55.64,Faiz,Ödənilib
1579,1012,2024-07-15,508.94,Əsas borc,Ödənilib
1580,369,2025-10-12,574.33,Faiz,Ödənilib
1581,475,2024-09-09,534.68,Faiz,Ödənilib
1582,1392,2024-01-03,1743.23,Faiz,Gecikib
1583,355,2025-08-17,285.82,Əsas borc,Gecikib
1584,370,2025-08-25,1024.97,Cərimə,Gecikib
1585,2013,2025-06-23,73.53,Faiz,Gecikib
1586,284,2025-08-31,571.37,Əsas borc,Ödənilib
1587,921,2024-08-28,837.9,Əsas borc,Qismən Ödənilib
1588,1072,2025-10-14,703.39,Əsas borc,Ödənilib
1589,2021,2025-09-18,738.85,Cərimə,Ödənilib
1590,642,2025-06-04,1605.37,Cərimə,Qismən Ödənilib
1591,524,2025-08-08,544.52,Faiz,Ödənilib
1592,1187,2025-07-22,617.68,Əsas borc,Ödənilib
1593,26,2024-12-29,649.34,Cərimə,Qismən Ödənilib
1594,2799,2025-01-22,889.0,Əsas borc,Gecikib
1595,280,2023-04-18,677.21,Faiz,Qismən Ödənilib
1596,1412,2024-06-26,1973.71,Faiz,Gecikib
1597,2576,2024-10-21,614.84,Faiz,Gecikib
1598,1378,2025-09-13,376.68,Faiz,Qismən Ödənilib
1599,2496,2025-01-26,455.96,Əsas borc,Ödənilib
1600,29,2025-08-29,602.06,Faiz,Ödənilib
1601,2798,2025-10-05,812.0,Faiz,Ödənilib
1602,2592,2025-08-02,262.43,Faiz,Ödənilib
1603,1787,2025-05-16,1841.67,Cərimə,Qismən Ödənilib
1604,1728,2024-09-01,578.85,Cərimə,Ödənilib
1605,1833,2025-08-14,1983.01,Faiz,Gecikib
1606,1135,2025-05-03,102.25,Cərimə,Ödənilib
1607,1998,2025-09-29,578.95,Əsas borc,Ödənilib
1608,1687,2025-07-13,817.88,Cərimə,Ödənilib
1609,1686,2025-10-12,491.49,Faiz,Ödənilib
1610,1242,2025-07-03,1314.18,Əsas borc,Gecikib
1611,355,2025-03-22,365.83,Faiz,Ödənilib
1612,2385,2025-03-19,70.61,Əsas borc,Qismən Ödənilib
1613,691,2024-03-23,699.16,Əsas borc,Qismən Ödənilib
1614,1340,2025-04-14,281.25,Cərimə,Qismən Ödənilib
1615,1418,2024-01-25,1904.05,Faiz,Qismən Ödənilib
1616,1241,2025-05-04,1143.35,Əsas borc,Ödənilib
1617,2078,2025-09-27,599.95,Cərimə,Ödənilib
1618,584,2025-08-17,1897.38,Əsas borc,Gecikib
1619,2401,2023-11-03,534.08,Cərimə,Ödənilib
1620,744,2022-12-24,575.18,Əsas borc,Gecikib
1621,2702,2023-05-13,308.09,Əsas borc,Gecikib
1622,444,2024-10-30,1297.34,Cərimə,Ödənilib
1623,540,2024-11-15,640.21,Faiz,Gecikib
1624,200,2024-05-25,223.62,Faiz,Ödənilib
1625,1307,2025-07-09,96.04,Cərimə,Gecikib
1626,1398,2024-06-09,720.32,Cərimə,Gecikib
1627,992,2025-07-20,876.32,Cərimə,Ödənilib
1628,1126,2023-12-02,1302.07,Cərimə,Gecikib
1629,261,2025-02-20,686.25,Faiz,Ödənilib
1630,2550,2023-12-21,1823.05,Əsas borc,Gecikib
1631,2490,2025-10-15,580.81,Əsas borc,Qismən Ödənilib
1632,1688,2023-09-18,134.4,Faiz,Gecikib
1633,1788,2025-07-11,212.22,Cərimə,Ödənilib
1634,1331,2024-11-19,284.5,Faiz,Ödənilib
1635,1929,2025-08-16,347.91,Cərimə,Ödənilib
1636,2077,2023-01-03,501.35,Əsas borc,Qismən Ödənilib
1637,1901,2025-10-19,804.21,Faiz,Qismən Ödənilib
1638,25,2025-09-23,667.5,Faiz,Qismən Ödənilib
1639,2597,2025-10-22,543.27,Faiz,Qismən Ödənilib
1640,393,2024-09-12,510.77,Cərimə,Qismən Ödənilib
1641,1419,2024-12-22,376.9,Cərimə,Ödənilib
1642,1220,2025-08-11,314.63,Faiz,Gecikib
1643,228,2025-06-27,381.05,Cərimə,Gecikib
1644,903,2025-09-22,1935.41,Faiz,Ödənilib
1645,187,2025-06-07,85.39,Cərimə,Ödənilib
1646,606,2025-02-28,265.97,Faiz,Gecikib
1647,932,2025-09-28,764.68,Əsas borc,Qismən Ödənilib
1648,1594,2025-07-31,606.88,Faiz,Gecikib
1649,1086,2024-11-07,109.39,Faiz,Ödənilib
1650,2557,2023-12-25,307.74,Cərimə,Ödənilib
1651,1578,2025-06-27,479.13,Cərimə,Qismən Ödənilib
1652,1970,2024-06-21,1562.23,Faiz,Qismən Ödənilib
1653,1443,2025-07-10,396.21,Faiz,Qismən Ödənilib
1654,1014,2025-07-30,1452.81,Cərimə,Qismən Ödənilib
1655,1772,2023-08-17,79.64,Əsas borc,Ödənilib
1656,1012,2024-05-13,630.28,Əsas borc,Qismən Ödənilib
1657,2366,2024-04-25,215.45,Əsas borc,Qismən Ödənilib
1658,151,2024-11-26,1310.15,Cərimə,Ödənilib
1659,1580,2025-08-01,222.66,Əsas borc,Ödənilib
1660,1452,2025-09-15,941.54,Cərimə,Gecikib
1661,2465,2025-10-07,83.82,Cərimə,Qismən Ödənilib
1662,2961,2024-08-30,663.45,Faiz,Ödənilib
1663,1065,2025-04-26,627.09,Faiz,Gecikib
1664,2074,2025-06-28,588.82,Əsas borc,Ödənilib
1665,522,2025-08-21,952.6,Cərimə,Gecikib
1666,2549,2025-04-22,551.87,Cərimə,Ödənilib
1667,1074,2025-03-12,765.48,Əsas borc,Gecikib
1668,2216,2023-08-15,585.32,Faiz,Qismən Ödənilib
1669,2570,2023-09-02,596.97,Əsas borc,Ödənilib
1670,264,2025-06-01,695.38,Əsas borc,Gecikib
1671,1256,2025-09-05,62.49,Cərimə,Gecikib
1672,2028,2025-03-11,628.03,Cərimə,Ödənilib
1673,1607,2025-04-15,240.06,Cərimə,Gecikib
1674,2703,2025-10-02,378.03,Faiz,Gecikib
1675,932,2024-12-26,587.28,Əsas borc,Ödənilib
1676,2457,2025-05-12,656.59,Əsas borc,Ödənilib
1677,976,2025-01-30,304.29,Cərimə,Gecikib
1678,134,2025-08-02,1551.06,Faiz,Ödənilib
1679,1047,2024-11-30,981.9,Faiz,Gecikib
1680,435,2025-06-01,650.4,Faiz,Qismən Ödənilib
1681,2598,2025-03-12,413.43,Əsas borc,Ödənilib
1682,2760,2024-03-08,340.18,Faiz,Gecikib
1683,2375,2025-04-04,675.86,Cərimə,Ödənilib
1684,273,2024-07-20,1471.32,Cərimə,Qismən Ödənilib
1685,2306,2025-10-22,80.45,Əsas borc,Ödənilib
1686,2934,2025-04-14,1003.77,Əsas borc,Qismən Ödənilib
1687,802,2024-09-27,600.53,Cərimə,Gecikib
1688,2071,2025-09-23,57.82,Faiz,Qismən Ödənilib
1689,711,2025-04-23,796.66,Faiz,Ödənilib
1690,297,2023-06-22,1637.51,Faiz,Qismən Ödənilib
1691,1232,2025-05-13,775.84,Əsas borc,Qismən Ödənilib
1692,1770,2023-12-16,339.01,Əsas borc,Gecikib
1693,78,2024-10-24,1881.89,Cərimə,Qismən Ödənilib
1694,1605,2025-06-15,537.11,Faiz,Ödənilib
1695,2657,2024-08-10,1334.26,Cərimə,Qismən Ödənilib
1696,2943,2024-10-21,1322.3,Əsas borc,Gecikib
1697,1179,2025-05-21,344.49,Cərimə,Gecikib
1698,2246,2025-05-25,219.0,Əsas borc,Gecikib
1699,1433,2024-09-01,493.9,Cərimə,Gecikib
1700,352,2024-10-15,520.28,Cərimə,Ödənilib
1701,1229,2025-07-13,185.73,Əsas borc,Qismən Ödənilib
1702,1070,2025-02-19,1918.41,Cərimə,Ödənilib
1703,600,2025-01-19,1182.83,Faiz,Qismən Ödənilib
1704,1658,2023-07-01,555.95,Əsas borc,Qismən Ödənilib
1705,2055,2025-02-21,1638.78,Faiz,Ödənilib
1706,538,2025-07-15,407.48,Əsas borc,Qismən Ödənilib
1707,1136,2025-08-06,698.73,Faiz,Ödənilib
1708,171,2025-07-11,1015.3,Faiz,Gecikib
1709,1686,2025-08-13,212.1,Əsas borc,Gecikib
1710,566,2025-05-17,333.69,Əsas borc,Gecikib
1711,2661,2024-01-11,550.94,Əsas borc,Ödənilib
1712,1847,2025-10-19,399.99,Faiz,Ödənilib
1713,1380,2025-01-11,275.17,Faiz,Ödənilib
1714,2214,2025-06-26,603.0,Əsas borc,Ödənilib
1715,180,2025-03-03,55.26,Cərimə,Qismən Ödənilib
1716,2668,2024-10-20,658.43,Faiz,Ödənilib
1717,417,2025-07-31,1943.94,Cərimə,Gecikib
1718,2378,2025-06-28,509.28,Faiz,Ödənilib
1719,2479,2024-07-23,75.62,Cərimə,Qismən Ödənilib
1720,448,2024-03-03,165.64,Əsas borc,Ödənilib
1721,2410,2025-02-13,813.66,Faiz,Gecikib
1722,2929,2025-07-09,294.81,Cərimə,Qismən Ödənilib
1723,2590,2025-01-22,304.12,Cərimə,Ödənilib
1724,1822,2024-08-18,461.1,Əsas borc,Gecikib
1725,13,2025-04-27,237.47,Cərimə,Ödənilib
1726,1286,2024-12-21,408.18,Əsas borc,Qismən Ödənilib
1727,89,2024-08-22,558.54,Faiz,Qismən Ödənilib
1728,1343,2025-04-27,617.47,Cərimə,Ödənilib
1729,1475,2024-02-23,445.89,Faiz,Gecikib
1730,2999,2024-12-08,768.63,Əsas borc,Qismən Ödənilib
1731,533,2025-10-17,981.43,Faiz,Ödənilib
1732,1857,2025-06-27,284.04,Faiz,Qismən Ödənilib
1733,2803,2025-07-10,576.8,Cərimə,Qismən Ödənilib
1734,2268,2025-07-07,209.71,Əsas borc,Gecikib
1735,2336,2024-02-20,384.62,Cərimə,Gecikib
1736,2144,2024-02-25,276.38,Əsas borc,Gecikib
1737,2601,2022-12-20,695.83,Faiz,Qismən Ödənilib
1738,954,2025-02-03,828.41,Faiz,Gecikib
1739,885,2023-03-06,630.83,Faiz,Ödənilib
1740,1179,2025-08-20,485.21,Faiz,Qismən Ödənilib
1741,804,2025-05-29,745.87,Cərimə,Ödənilib
1742,791,2025-10-21,818.55,Faiz,Qismən Ödənilib
1743,1291,2025-04-21,1239.41,Cərimə,Ödənilib
1744,1285,2024-09-09,843.63,Cərimə,Gecikib
1745,1848,2025-10-21,127.45,Cərimə,Ödənilib
1746,1387,2025-07-22,940.44,Faiz,Qismən Ödənilib
1747,783,2025-04-07,541.26,Əsas borc,Qismən Ödənilib
1748,1092,2025-09-12,595.18,Cərimə,Ödənilib
1749,3,2024-12-17,174.45,Cərimə,Gecikib
1750,2900,2025-08-30,102.52,Faiz,Qismən Ödənilib
1751,1429,2023-04-29,65.55,Cərimə,Gecikib
1752,914,2024-03-10,499.67,Faiz,Ödənilib
1753,199,2024-12-07,1157.54,Faiz,Gecikib
1754,776,2025-06-15,392.49,Əsas borc,Gecikib
1755,1591,2025-04-24,1870.78,Əsas borc,Gecikib
1756,2597,2025-10-20,912.76,Faiz,Ödənilib
1757,652,2025-02-12,376.39,Əsas borc,Qismən Ödənilib
1758,2693,2025-10-19,628.77,Faiz,Qismən Ödənilib
1759,2313,2024-10-17,129.68,Faiz,Qismən Ödənilib
1760,86,2025-08-07,571.43,Cərimə,Qismən Ödənilib
1761,2510,2025-10-13,121.83,Cərimə,Gecikib
1762,885,2023-02-02,489.59,Əsas borc,Gecikib
1763,1094,2025-10-12,297.26,Faiz,Qismən Ödənilib
1764,1830,2023-11-21,532.15,Faiz,Ödənilib
1765,1023,2023-01-28,1122.68,Cərimə,Qismən Ödənilib
1766,1398,2024-07-21,910.27,Cərimə,Gecikib
1767,2345,2024-07-06,439.13,Faiz,Gecikib
1768,305,2025-05-11,692.05,Cərimə,Gecikib
1769,114,2024-12-01,311.07,Əsas borc,Gecikib
1770,2949,2023-01-19,563.82,Cərimə,Qismən Ödənilib
1771,1444,2025-08-25,376.3,Cərimə,Qismən Ödənilib
1772,545,2024-03-27,211.46,Əsas borc,Gecikib
1773,2879,2025-09-25,480.77,Cərimə,Gecikib
1774,1903,2025-07-05,464.77,Faiz,Ödənilib
1775,562,2025-08-06,314.37,Cərimə,Ödənilib
1776,2215,2025-06-02,854.42,Əsas borc,Ödənilib
1777,2093,2024-04-19,937.3,Əsas borc,Gecikib
1778,1674,2022-12-29,413.49,Cərimə,Qismən Ödənilib
1779,1226,2025-10-04,1366.76,Faiz,Gecikib
1780,2374,2025-10-21,408.92,Əsas borc,Ödənilib
1781,2237,2025-01-09,57.4,Faiz,Ödənilib
1782,1626,2025-01-14,320.76,Faiz,Ödənilib
1783,383,2025-06-05,583.93,Faiz,Ödənilib
1784,762,2025-06-25,1548.9,Əsas borc,Ödənilib
1785,528,2025-07-20,128.83,Cərimə,Qismən Ödənilib
1786,2255,2025-02-11,667.96,Cərimə,Ödənilib
1787,99,2024-03-08,400.5,Cərimə,Gecikib
1788,1333,2024-01-27,293.47,Əsas borc,Ödənilib
1789,2044,2023-03-26,1179.15,Cərimə,Ödənilib
1790,2316,2025-09-09,1672.0,Əsas borc,Qismən Ödənilib
1791,804,2023-06-26,1957.31,Cərimə,Ödənilib
1792,2927,2024-08-23,492.47,Əsas borc,Gecikib
1793,1045,2025-01-05,303.11,Faiz,Gecikib
1794,2008,2025-09-07,496.95,Əsas borc,Qismən Ödənilib
1795,2093,2023-10-13,1048.26,Cərimə,Ödənilib
1796,2090,2025-06-12,718.16,Faiz,Qismən Ödənilib
1797,2560,2025-09-21,403.44,Əsas borc,Ödənilib
1798,2120,2025-07-21,558.01,Əsas borc,Qismən Ödənilib
1799,1366,2025-01-01,559.55,Faiz,Gecikib
1800,2613,2024-09-06,86.44,Əsas borc,Ödənilib
1801,2724,2025-04-18,191.14,Əsas borc,Ödənilib
1802,184,2025-08-26,58.11,Cərimə,Ödənilib
1803,723,2024-07-12,1584.63,Əsas borc,Gecikib
1804,1767,2025-07-26,423.55,Cərimə,Ödənilib
1805,1428,2025-08-29,340.43,Faiz,Gecikib
1806,2303,2025-08-28,569.55,Cərimə,Ödənilib
1807,1312,2025-07-14,567.62,Əsas borc,Ödənilib
1808,845,2025-06-18,176.05,Əsas borc,Ödənilib
1809,651,2024-03-29,221.21,Əsas borc,Gecikib
1810,215,2023-11-14,600.97,Əsas borc,Qismən Ödənilib
1811,2812,2025-09-10,764.49,Əsas borc,Gecikib
1812,1717,2024-10-27,637.07,Cərimə,Gecikib
1813,650,2025-08-12,484.09,Faiz,Qismən Ödənilib
1814,161,2025-07-26,169.39,Faiz,Gecikib
1815,1070,2025-01-31,1561.73,Faiz,Qismən Ödənilib
1816,850,2025-09-24,550.28,Cərimə,Ödənilib
1817,2230,2025-04-02,958.55,Əsas borc,Gecikib
1818,837,2025-08-28,200.1,Əsas borc,Qismən Ödənilib
1819,294,2025-09-21,394.03,Faiz,Gecikib
1820,1240,2024-12-12,508.64,Faiz,Qismən Ödənilib
1821,100,2025-10-08,480.36,Cərimə,Qismən Ödənilib
1822,67,2025-03-06,1192.02,Faiz,Qismən Ödənilib
1823,306,2025-04-11,79.25,Əsas borc,Ödənilib
1824,2719,2025-09-25,159.47,Faiz,Ödənilib
1825,178,2025-03-30,123.6,Faiz,Gecikib
1826,624,2025-01-06,944.38,Əsas borc,Qismən Ödənilib
1827,636,2025-07-02,513.1,Əsas borc,Ödənilib
1828,252,2025-05-03,172.2,Faiz,Qismən Ödənilib
1829,892,2024-05-28,1868.14,Cərimə,Ödənilib
1830,2758,2023-06-14,1705.61,Cərimə,Qismən Ödənilib
1831,2281,2025-04-19,292.62,Cərimə,Gecikib
1832,392,2025-01-14,457.18,Faiz,Gecikib
1833,2923,2024-11-17,178.42,Faiz,Qismən Ödənilib
1834,2599,2025-10-13,1968.2,Faiz,Ödənilib
1835,272,2025-02-25,824.07,Cərimə,Gecikib
1836,2668,2025-02-01,380.52,Faiz,Gecikib
1837,1447,2025-01-03,720.61,Cərimə,Ödənilib
1838,130,2024-12-13,565.51,Cərimə,Qismən Ödənilib
1839,1406,2025-10-09,643.71,Cərimə,Gecikib
1840,215,2024-08-17,410.72,Faiz,Gecikib
1841,1129,2025-05-25,973.14,Faiz,Qismən Ödənilib
1842,584,2025-10-01,1665.12,Əsas borc,Gecikib
1843,1591,2025-02-18,1151.84,Cərimə,Ödənilib
1844,2804,2025-07-18,1753.66,Cərimə,Qismən Ödənilib
1845,2266,2025-04-20,266.41,Əsas borc,Qismən Ödənilib
1846,2967,2025-06-10,275.41,Cərimə,Qismən Ödənilib
1847,2823,2023-07-18,780.17,Cərimə,Ödənilib
1848,2354,2025-08-12,648.25,Cərimə,Ödənilib
1849,1818,2024-06-26,403.39,Cərimə,Qismən Ödənilib
1850,1204,2025-01-06,61.31,Əsas borc,Ödənilib
1851,2660,2024-12-04,1613.98,Əsas borc,Ödənilib
1852,2753,2024-02-19,1980.94,Faiz,Ödənilib
1853,2503,2023-03-24,687.2,Cərimə,Qismən Ödənilib
1854,484,2024-08-11,109.77,Faiz,Qismən Ödənilib
1855,1839,2024-06-06,113.11,Faiz,Ödənilib
1856,1333,2024-04-20,816.67,Faiz,Gecikib
1857,990,2025-07-15,692.27,Əsas borc,Qismən Ödənilib
1858,2360,2024-03-12,680.04,Cərimə,Gecikib
1859,2221,2023-04-02,499.73,Faiz,Ödənilib
1860,1694,2023-09-16,447.57,Faiz,Ödənilib
1861,2589,2025-06-01,474.96,Faiz,Qismən Ödənilib
1862,339,2025-10-18,596.77,Əsas borc,Ödənilib
1863,2866,2025-08-25,581.61,Əsas borc,Qismən Ödənilib
1864,2629,2025-10-06,1506.71,Faiz,Ödənilib
1865,2933,2024-05-04,273.7,Əsas borc,Qismən Ödənilib
1866,2239,2025-01-24,569.42,Cərimə,Gecikib
1867,841,2025-10-16,712.26,Cərimə,Ödənilib
1868,1968,2025-01-08,1956.21,Əsas borc,Gecikib
1869,775,2023-10-09,261.48,Cərimə,Qismən Ödənilib
1870,160,2025-02-02,254.48,Əsas borc,Ödənilib
1871,1141,2025-01-29,785.4,Faiz,Gecikib
1872,1802,2024-03-24,911.11,Faiz,Gecikib
1873,1933,2025-09-28,599.53,Əsas borc,Ödənilib
1874,817,2025-07-21,551.28,Faiz,Ödənilib
1875,1538,2025-08-04,526.27,Faiz,Qismən Ödənilib
1876,2854,2025-01-24,1651.13,Əsas borc,Ödənilib
1877,1268,2024-11-14,1208.63,Cərimə,Gecikib
1878,668,2024-10-20,58.58,Faiz,Gecikib
1879,2378,2025-06-03,426.73,Əsas borc,Gecikib
1880,1979,2025-07-01,156.87,Faiz,Qismən Ödənilib
1881,367,2023-08-01,56.46,Əsas borc,Ödənilib
1882,2709,2025-05-02,699.26,Faiz,Ödənilib
1883,2689,2025-10-16,761.24,Əsas borc,Ödənilib
1884,927,2025-08-09,1683.19,Faiz,Qismən Ödənilib
1885,1649,2025-09-24,594.5,Əsas borc,Qismən Ödənilib
1886,1963,2024-12-13,317.33,Faiz,Qismən Ödənilib
1887,1795,2025-08-13,128.72,Əsas borc,Gecikib
1888,1008,2024-03-15,267.04,Faiz,Ödənilib
1889,1762,2025-09-14,285.07,Əsas borc,Qismən Ödənilib
1890,2676,2023-10-27,317.01,Əsas borc,Ödənilib
1891,2913,2025-09-15,664.22,Cərimə,Qismən Ödənilib
1892,2939,2025-03-24,764.05,Cərimə,Gecikib
1893,667,2025-08-19,747.51,Əsas borc,Qismən Ödənilib
1894,2480,2024-09-01,276.04,Faiz,Ödənilib
1895,2010,2025-03-27,1802.49,Faiz,Qismən Ödənilib
1896,2421,2024-09-03,263.88,Cərimə,Gecikib
1897,1009,2023-09-03,74.96,Əsas borc,Qismən Ödənilib
1898,1478,2025-02-10,982.11,Cərimə,Gecikib
1899,2450,2025-06-02,351.29,Faiz,Gecikib
1900,1965,2024-07-25,225.01,Faiz,Qismən Ödənilib
1901,1382,2023-05-26,744.45,Əsas borc,Ödənilib
1902,1300,2025-10-08,1159.71,Faiz,Qismən Ödənilib
1903,1048,2025-09-10,419.03,Faiz,Qismən Ödənilib
1904,2088,2025-08-27,234.1,Əsas borc,Gecikib
1905,2255,2025-03-03,560.19,Faiz,Qismən Ödənilib
1906,1089,2023-08-21,582.63,Əsas borc,Qismən Ödənilib
1907,1764,2025-05-13,445.29,Faiz,Ödənilib
1908,1136,2024-07-15,394.95,Faiz,Gecikib
1909,1291,2025-07-14,770.01,Faiz,Gecikib
1910,1670,2025-06-09,316.32,Faiz,Gecikib
1911,2306,2025-06-17,366.23,Əsas borc,Ödənilib
1912,2701,2025-09-29,615.96,Cərimə,Ödənilib
1913,1147,2025-06-13,245.04,Faiz,Qismən Ödənilib
1914,1839,2024-10-09,331.13,Əsas borc,Qismən Ödənilib
1915,745,2025-06-08,209.5,Faiz,Qismən Ödənilib
1916,2469,2025-07-23,248.73,Faiz,Gecikib
1917,48,2025-09-05,1171.64,Cərimə,Gecikib
1918,1978,2024-10-18,1781.04,Əsas borc,Gecikib
1919,186,2025-08-09,1100.08,Faiz,Qismən Ödənilib
1920,1238,2025-09-04,508.57,Cərimə,Qismən Ödənilib
1921,548,2025-01-17,124.03,Cərimə,Qismən Ödənilib
1922,1688,2024-12-17,699.32,Əsas borc,Ödənilib
1923,646,2025-05-13,1141.77,Əsas borc,Qismən Ödənilib
1924,2325,2025-04-24,658.89,Faiz,Gecikib
1925,1908,2025-07-20,553.44,Əsas borc,Ödənilib
1926,667,2025-10-22,221.5,Əsas borc,Ödənilib
1927,1556,2025-09-14,439.61,Cərimə,Ödənilib
1928,2364,2025-10-16,183.6,Əsas borc,Ödənilib
1929,1962,2025-05-26,1800.12,Faiz,Gecikib
1930,433,2025-08-04,281.15,Faiz,Ödənilib
1931,2023,2025-08-24,277.79,Əsas borc,Gecikib
1932,2139,2023-07-30,250.72,Əsas borc,Qismən Ödənilib
1933,1871,2025-01-26,203.4,Cərimə,Qismən Ödənilib
1934,1883,2024-02-23,215.78,Cərimə,Gecikib
1935,160,2025-07-19,578.14,Faiz,Ödənilib
1936,1142,2024-06-13,648.84,Əsas borc,Qismən Ödənilib
1937,2360,2024-05-04,321.28,Əsas borc,Ödənilib
1938,1413,2023-05-20,133.13,Cərimə,Ödənilib
1939,2417,2025-06-10,447.24,Faiz,Ödənilib
1940,2627,2025-10-06,293.0,Faiz,Ödənilib
1941,174,2025-06-22,665.41,Faiz,Gecikib
1942,597,2025-06-02,219.97,Əsas borc,Gecikib
1943,231,2025-08-12,1497.95,Faiz,Gecikib
1944,2199,2024-08-22,253.52,Cərimə,Gecikib
1945,2175,2025-02-11,582.6,Əsas borc,Ödənilib
1946,1167,2025-01-30,581.98,Cərimə,Qismən Ödənilib
1947,631,2024-03-01,1271.66,Cərimə,Gecikib
1948,141,2023-12-07,638.82,Əsas borc,Ödənilib
1949,938,2025-10-15,85.45,Cərimə,Ödənilib
1950,2214,2025-09-15,1943.74,Faiz,Ödənilib
1951,80,2025-07-10,911.22,Faiz,Ödənilib
1952,2704,2023-10-12,1472.81,Cərimə,Gecikib
1953,839,2023-04-08,120.83,Əsas borc,Ödənilib
1954,1666,2025-10-14,607.72,Faiz,Gecikib
1955,2511,2023-04-23,1390.35,Əsas borc,Ödənilib
1956,2372,2025-10-14,1529.54,Əsas borc,Qismən Ödənilib
1957,514,2024-06-01,433.84,Cərimə,Gecikib
1958,2626,2025-05-26,940.79,Cərimə,Qismən Ödənilib
1959,1522,2024-11-21,489.55,Faiz,Gecikib
1960,79,2025-06-20,418.56,Cərimə,Gecikib
1961,1580,2025-08-13,469.3,Əsas borc,Qismən Ödənilib
1962,2947,2025-09-14,101.62,Faiz,Qismən Ödənilib
1963,2202,2025-02-15,1859.05,Əsas borc,Gecikib
1964,2624,2024-12-23,634.05,Cərimə,Qismən Ödənilib
1965,991,2024-12-31,1577.86,Faiz,Ödənilib
1966,1966,2025-10-03,1812.82,Cərimə,Ödənilib
1967,1265,2025-06-02,1619.97,Əsas borc,Ödənilib
1968,2197,2025-08-16,1949.48,Faiz,Qismən Ödənilib
1969,2248,2024-11-05,584.33,Faiz,Qismən Ödənilib
1970,438,2025-10-18,110.11,Cərimə,Gecikib
1971,2551,2024-02-09,673.21,Əsas borc,Qismən Ödənilib
1972,2752,2025-10-09,986.52,Faiz,Ödənilib
1973,220,2025-03-11,536.45,Faiz,Gecikib
1974,2000,2024-11-23,180.91,Faiz,Ödənilib
1975,794,2023-12-22,424.89,Faiz,Gecikib
